,location
6552,"44.192768, -78.057677"
6555,"38.910841, -94.382172"
6560,"52.355817, -7.6902550000000005"
6575,"42.533196999999994, -73.7463"
6588,"30.316495, 78.03219200000001"
6597,"43.670398999999996, -121.50363600000001"
6598,"-33.382588, 151.354051"
6613,"35.08132, -89.540456"
6625,"27.888182, -82.336047"
6630,"43.605289, -116.416977"
6634,"11.35, 77.733333"
6642,"35.77959, -78.63817900000001"
6643,"0.0, 0.0"
6644,"34.045288, -117.943675"
6653,"41.088028, -73.516538"
6656,"45.780949, -122.53343100000001"
6678,"34.186935, -117.33814299999999"
6686,"28.635308000000002, 77.22496"
6692,"49.30423, -117.632072"
6713,"38.581571999999994, -121.4944"
6747,"40.900655, -73.806958"
6748,"42.308644, -83.482116"
6755,"28.058715999999997, -97.03410600000001"
6757,"36.725775, -120.37361299999999"
6760,"51.131258, -0.987425"
6774,"35.977039000000005, -83.926653"
6790,"42.963159999999995, -86.218365"
6792,"0.0, 0.0"
6798,"38.194085, -120.97799599999999"
6801,"45.308819, -75.89868299999999"
6813,"46.521858, -84.34609"
6815,"45.762939, -64.186952"
6817,"36.183333000000005, 5.4"
6818,"32.0281, -94.3663"
6843,"40.045592, -86.008596"
6858,"34.870965999999996, -82.403252"
6861,"42.230537, -83.74664"
6871,"47.751073999999996, -120.74013899999999"
6875,"33.359341, -111.45003"
6876,"32.753471999999995, -79.952845"
6879,"33.836081, -81.163724"
6889,"15.299326999999998, 74.12399599999999"
6893,"43.926896, 2.146343"
6902,"10.666667, -61.516667000000005"
6905,"40.904819, -75.111565"
6908,"37.315326, -93.5852"
6909,"37.315326, -93.5852"
6910,"33.663914, -114.229949"
6919,"5.976474, 116.11577700000001"
6921,"41.177203999999996, -76.050795"
6924,"32.162413, 34.844675"
6934,"38.342773, -90.36681899999999"
6936,"34.092809, -118.32866100000001"
6938,"33.325, 44.422"
6941,"38.597626, -80.454903"
6942,"0.0, 0.0"
6952,"41.805698, 123.431475"
6963,"60.631811, 24.857882999999998"
6966,"41.611143, -86.722719"
6985,"39.729432, -104.83192"
6993,"42.43565, -82.69154300000001"
7013,"38.910841, -94.382172"
7017,"36.019018, 129.343481"
7029,"44.860556, 24.867778"
7030,"42.670782, -83.032993"
7034,"39.290385, -76.612189"
7044,"40.209444, -74.4375"
7048,"45.492034000000004, -73.504175"
7059,"41.599581, -83.589602"
7073,"0.0, 0.0"
7079,"40.598187, -124.157276"
7082,"0.0, 0.0"
7085,"0.0, 0.0"
7088,"33.448377, -112.074037"
7099,"6.168561, 116.234834"
7100,"33.783881, -84.354671"
7130,"31.968598999999998, -99.901813"
7135,"42.126115999999996, -83.257233"
7136,"44.005556, -79.573488"
7149,"0.0, 0.0"
7150,"32.110859999999995, 76.536253"
7155,"41.222937, -86.588015"
7172,"26.62535, -81.624803"
7177,"-30.747007, 121.474861"
7181,"49.186823, -2.106568"
7190,"37.816239, -79.824495"
7194,"36.421191, -94.79689599999999"
7199,"46.729777, -117.181738"
7201,"42.665197, -82.92864300000001"
7211,"42.883614, -79.05743100000001"
7221,"0.0, 0.0"
7224,"43.505096, -70.637968"
7231,"41.141381, -87.312587"
7236,"21.320901, -158.081286"
7254,"13.052414, 80.250825"
7255,"39.096849, -120.032351"
7264,"9.512017, 100.013593"
7265,"9.512017, 100.013593"
7271,"42.491944000000004, -83.023889"
7272,"40.579532, -74.150201"
7282,"40.634249, -74.50048000000001"
7289,"37.566534999999995, 126.97796899999999"
7303,"21.461111, -157.841111"
7304,"29.028318, -81.30311800000001"
7306,"34.132163, -84.300666"
7308,"53.758683999999995, 10.936472"
7316,"19.325936, -70.816455"
7317,"42.657798, 21.153346"
7326,"47.507046, -122.045115"
7328,"0.0, 0.0"
7334,"39.452339, -74.727663"
7336,"52.355084999999995, 6.659864999999999"
7341,"52.355518, -1.17432"
7347,"44.347319, -75.983358"
7348,"34.048928000000004, -111.093731"
7349,"40.760670000000005, -8.708203999999999"
7359,"35.372663, -77.437464"
7361,"0.0, 0.0"
7362,"51.362963, 5.213639"
7371,"36.204824, 138.252924"
7388,"45.07974, -93.257551"
7406,"34.033333, -5.0"
7432,"18.918611, -99.234167"
7445,"0.0, 0.0"
7473,"33.036221999999995, -85.03224399999999"
7502,"0.0, 0.0"
7514,"49.663613, 2.528073"
7536,"33.888628999999995, 35.495478999999996"
7538,"56.014469999999996, -113.82155300000001"
7540,"51.626281, 0.080647"
7542,"0.0, 0.0"
7544,"26.3351, 17.228331"
7545,"40.954722, -105.349167"
7546,"40.691613000000004, -112.00105"
7550,"41.203322, -77.194525"
7565,"41.663938, -83.555212"
7575,"-35.383882, -71.447192"
7580,"35.036595, -107.611442"
7603,"51.767787, 0.087806"
7604,"51.586357, -2.102834"
7610,"52.755637, -0.9475530000000001"
7617,"0.0, 0.0"
7620,"41.573144, -87.79329399999999"
7641,"52.794171, 7.2368369999999995"
7647,"27.724721999999996, -82.74194399999999"
7654,"38.812059000000005, -77.636381"
7665,"-20.166667, 57.516667000000005"
7683,"40.579532, -74.150201"
7708,"53.605548, -6.656417"
7715,"35.46756, -97.516428"
7729,"56.726380000000006, -111.38034099999999"
7732,"7.126777000000001, 80.564677"
7733,"52.111000000000004, 8.9497"
7738,"0.0, 0.0"
7747,"34.086940999999996, -118.270204"
7748,"34.086940999999996, -118.270204"
7749,"39.615501, -74.199545"
7761,"32.068424, 34.824785"
7763,"38.317271000000005, -88.90312"
7766,"10.473523, -84.01674200000001"
7768,"33.900128, 35.572616"
7770,"5.976474, 116.11577700000001"
7772,"41.488689, -75.708525"
7778,"44.076667, -71.139167"
7788,"39.70471, -105.081373"
7791,"34.128033, -100.709787"
7797,"43.856259, 18.413076"
7800,"37.77493, -122.419416"
7805,"32.857906, -97.254737"
7806,"57.149563, 24.860332999999997"
7815,"43.508132, 16.440193"
7820,"5.976474, 116.11577700000001"
7825,"42.567828999999996, -81.56245600000001"
7828,"43.804133, -120.554201"
7875,"45.523452, -122.676207"
7892,"40.165393, -75.282905"
7903,"38.485293, -78.951451"
7922,"33.967338, -94.168531"
7941,"40.417287, -82.907123"
7943,"0.0, 0.0"
7949,"51.504286, -3.576945"
7952,"37.952262, -80.23213100000001"
7953,"31.952856, -102.17169399999999"
7963,"37.815749, -122.281774"
7970,"31.083509999999997, -97.659738"
7972,"35.579392, -94.461373"
7985,"26.99966, -82.181146"
7986,"59.402434, 17.946482"
7994,"43.604652, 1.444209"
7996,"42.049419, -124.266898"
8028,"51.517083, 0.578411"
8029,"34.120656, -84.004351"
8067,"55.40375600000001, 10.40237"
8076,"34.519940000000005, -105.87008999999999"
8096,"0.0, 0.0"
8108,"39.929279, -75.296297"
8111,"41.809051000000004, -72.29203000000001"
8128,"40.579532, -74.150201"
8149,"44.086667, 26.636667"
8159,"44.35, -78.75"
8167,"51.386322, 0.551438"
8168,"51.386322, 0.551438"
8180,"0.0, 0.0"
8183,"54.95268000000001, -1.6034110000000001"
8184,"52.314994, 1.661398"
8189,"55.838322999999995, -3.935489"
8194,"61.172054, -113.67376399999999"
8197,"0.0, 0.0"
8212,"38.917488, -77.237997"
8230,"48.273173, -123.398416"
8235,"51.64397, -121.29501"
8250,"5.852036, -55.203828"
8255,"0.0, 0.0"
8259,"0.0, 0.0"
8264,"43.044847999999995, -73.630073"
8271,"15.783470999999999, -90.23075899999999"
8272,"32.162413, 34.844675"
8274,"41.65, 60.3"
8292,"34.083658, 74.797368"
8297,"38.139497999999996, -90.555126"
8299,"53.273014, -2.7694259999999997"
8315,"32.427908, 53.68804599999999"
8325,"53.768508999999995, -2.42362"
8328,"33.663914, -114.229949"
8341,"34.189021000000004, -118.602337"
8344,"33.729388, 73.09314599999999"
8357,"52.355518, -1.17432"
8398,"44.09395, -70.158294"
8403,"53.845, -2.204"
8405,"43.970526, -89.816793"
8410,"36.858838, -120.456007"
8413,"0.0, 0.0"
8418,"0.0, 0.0"
8419,"0.0, 0.0"
8420,"0.0, 0.0"
8422,"0.0, 0.0"
8425,"43.161747999999996, -70.648258"
8426,"0.0, 0.0"
8431,"34.021116, -118.211177"
8435,"33.508726, -94.61631899999999"
8440,"41.127858, -77.020523"
8441,"0.0, 0.0"
8449,"38.713107, -90.42984"
8455,"41.121012, -78.758326"
8461,"38.673279, -121.24314199999999"
8468,"51.38847, -0.416969"
8469,"19.997453, 73.78980200000001"
8470,"0.0, 0.0"
8476,"0.0, 0.0"
8481,"54.68715600000001, 25.279651"
8487,"-20.917574, 142.702796"
8488,"51.683525, -1.424906"
8502,"50.944448, -98.164978"
8507,"20.653407, -105.22533200000001"
8511,"38.788698, -90.511764"
8518,"5.55, -0.2"
8520,"41.485711, -71.563662"
8524,"33.663914, -114.229949"
8525,"43.213671000000005, -77.93918000000001"
8530,"40.203315, -8.410257000000001"
8532,"38.907231, -77.036464"
8534,"38.939926, -119.97718700000001"
8535,"40.267754, -74.540251"
8539,"38.802609999999994, -116.419389"
8567,"53.356083, -2.212708"
8568,"43.797762, -88.003208"
8573,"-15.851148, -48.958874"
8597,"41.463992, -72.155619"
8633,"42.586888, -82.919551"
8664,"0.0, 0.0"
8676,"27.664827000000002, -81.515754"
8686,"48.208174, 16.373819"
8692,"16.054407, 108.20216699999999"
8694,"0.0, 0.0"
8702,"30.452052000000002, -86.632223"
8703,"44.4325, 26.103889000000002"
8705,"0.0, 0.0"
8706,"0.0, 0.0"
8708,"53.292790000000004, -6.141937"
8710,"0.0, 0.0"
8714,"32.635068, -111.40066999999999"
8722,"41.318765, -73.056398"
8723,"0.0, 0.0"
8724,"39.740126000000004, -84.203363"
8726,"39.766098, -105.077206"
8729,"32.551101, -88.60770699999999"
8732,"40.516431, -74.305047"
8740,"36.153982, -95.992775"
8758,"35.296832, -93.685778"
8764,"34.017089, -118.28876000000001"
8775,"42.71202, -73.20369000000001"
8783,"36.505389, -117.079408"
8788,"52.355518, -1.17432"
8790,"43.458858, 1.399356"
8793,"31.071254999999997, 108.070097"
8795,"12.879721, 121.77401699999999"
8804,"45.428568, -73.663416"
8816,"18.520429999999998, 73.85674399999999"
8818,"35.051532, 24.873037"
8839,"-23.550520000000002, -46.633309000000004"
8842,"36.760692999999996, -121.765735"
8853,"32.933183, -111.723855"
8859,"40.706661, -76.421599"
8867,"42.586888, -82.919551"
8870,"35.343839, -80.697948"
8872,"27.7, 85.333333"
8898,"39.492824, -74.559688"
8905,"42.75248, -83.032269"
8911,"33.170278, -111.572222"
8917,"42.610756, -70.87400500000001"
8922,"-17.383333, -66.166667"
8929,"40.885377000000005, -73.95236"
8932,"25.551603, -80.632692"
8933,"0.0, 0.0"
8934,"0.0, 0.0"
8935,"0.0, 0.0"
8936,"48.601914, 5.66551"
8940,"33.317842, -117.32051200000001"
8941,"36.778261, -119.41793200000001"
8943,"-19.924519, -43.935269"
8944,"0.0, 0.0"
8945,"34.714882, -94.67554399999999"
8951,"0.0, 0.0"
8957,"33.317842, -117.32051200000001"
8958,"37.715348999999996, -97.409008"
8961,"0.0, 0.0"
8963,"64.837778, -147.716389"
8970,"44.850452000000004, -89.850501"
8976,"35.954359000000004, -100.537501"
8977,"0.0, 0.0"
8984,"51.508515, -0.125487"
8985,"0.0, 0.0"
8987,"0.0, 0.0"
8992,"-20.347782000000002, -40.294953"
8994,"41.962871, -73.37595300000001"
9019,"48.503890000000006, -122.23611000000001"
9028,"50.950111, 5.907947"
9034,"37.263832, -122.02301499999999"
9037,"0.0, 0.0"
9041,"12.568375, 99.957689"
9049,"0.0, 0.0"
9050,"0.0, 0.0"
9053,"9.916667, -68.3"
9057,"43.797762, -88.003208"
9065,"0.0, 0.0"
9075,"42.465614, -83.018676"
9092,"37.964253, -91.83183299999999"
9096,"52.65414499999999, -7.244788000000001"
9097,"38.030136, -79.033637"
9152,"38.964253, 121.580234"
9154,"34.085562, -119.06093500000001"
9155,"38.768258, -90.184259"
9156,"38.76376, 30.540340000000004"
9186,"40.114719, -8.244003999999999"
9189,"33.359341, -111.45003"
9201,"48.831635, -64.486902"
9203,"32.856792999999996, -85.94661500000001"
9211,"39.063658000000004, -77.298777"
9213,"41.36144, -81.812912"
9215,"39.063658000000004, -77.298777"
9221,"10.327078, -84.435671"
9226,"56.6, -169.541667"
9227,"35.584324, -78.800013"
9231,"0.0, 0.0"
9232,"34.037243, -118.309087"
9248,"32.514947, -117.038247"
9249,"23.810332, 90.412518"
9255,"38.991261, -122.002379"
9259,"38.609741, -122.25404499999999"
9262,"40.630103000000005, -74.427374"
9276,"39.920770000000005, 32.85411"
9301,"37.178982, -83.302123"
9321,"30.057536, -95.190299"
9325,"44.025847, -89.690188"
9326,"60.631811, 24.857882999999998"
9335,"59.26756999999999, 10.407561"
9354,"13.052414, 80.250825"
9365,"42.780892, -77.303723"
9371,"0.0, 0.0"
9389,"37.665876000000004, -91.847933"
9398,"42.708909999999996, 1.864656"
9409,"42.888614000000004, -78.872212"
9410,"42.888614000000004, -78.872212"
9415,"35.222567, -97.43947800000001"
9434,"33.875294, -117.56643799999999"
9443,"26.216666999999998, 50.583333"
9463,"32.165562, -82.336022"
9467,"29.186896, -89.936737"
9474,"47.058935999999996, -122.907881"
9479,"20.993106, -156.666914"
9484,"0.0, 0.0"
9500,"37.422927, -122.08725600000001"
9503,"45.673804, -122.681248"
9506,"34.028926, -84.19857900000001"
9509,"-25.274398, 133.775136"
9515,"35.584324, -78.800013"
9526,"32.968388, -80.051162"
9532,"42.438241999999995, 23.816172"
9547,"0.0, 0.0"
9551,"30.409415999999997, -88.92526600000001"
9564,"39.99695, -82.46993"
9569,"44.192768, -78.057677"
9573,"-19.135865, 146.842356"
9577,"54.574227, -1.234956"
9584,"32.767829, -117.02308400000001"
9604,"35.20105, -91.83183299999999"
9620,"18.520429999999998, 73.85674399999999"
9621,"37.566534999999995, 126.97796899999999"
9625,"55.617559, 9.312292"
9634,"33.727019, -117.14775300000001"
9638,"-37.207279, 175.871152"
9644,"29.520832000000002, -95.020076"
9647,"0.0, 0.0"
9653,"46.043248, 4.044544999999999"
9657,"51.508515, -0.125487"
9660,"20.934722, -156.679444"
9671,"43.161747999999996, -70.648258"
9674,"53.456306999999995, -2.737095"
9709,"42.657798, 21.153346"
9711,"33.932093, -81.238433"
9714,"34.70713, 33.022617"
9724,"0.0, 0.0"
9748,"46.294404, -93.826922"
9750,"13.052414, 80.250825"
9758,"0.0, 0.0"
9794,"38.183971, -83.432684"
9796,"0.0, 0.0"
9798,"27.917865000000003, -110.90893799999999"
9812,"32.771522999999995, -89.11672800000001"
9825,"12.52111, -69.968338"
9839,"-14.599413, -28.673146999999997"
9845,"40.416598, -78.444154"
9850,"41.123876, -8.611785000000001"
9857,"53.610420999999995, -0.96144"
9871,"-33.224584, 151.221857"
9873,"33.396856, -84.596343"
9886,"7.843899, 98.29361899999999"
9890,"42.188772, -120.34579199999999"
9895,"51.127876, 1.313403"
9903,"27.273049, -80.358226"
9916,"23.3441, 85.309562"
9928,"-25.274398, 133.775136"
9930,"40.712784, -74.005941"
9940,"40.170877000000004, -85.481362"
9941,"0.0, 0.0"
9966,"31.554108000000003, -81.697334"
9967,"38.51529, -84.709841"
9969,"28.459497, 77.026638"
9971,"42.697708, 23.321868"
10001,"40.66766, -121.44664399999999"
10002,"44.496402, -78.38911800000001"
10005,"35.46756, -97.516428"
10008,"0.0, 0.0"
10019,"32.755488, -97.330766"
10024,"0.0, 0.0"
10026,"47.751073999999996, -120.74013899999999"
10050,"0.0, 0.0"
10057,"47.097707, -118.34861399999998"
10070,"27.273049, -80.358226"
10071,"51.934731, 1.260297"
10104,"0.0, 0.0"
10106,"41.581143, -87.800002"
10109,"44.352897999999996, -121.17781299999999"
10111,"40.712784, -74.005941"
10115,"45.316666999999995, -72.65"
10147,"42.737190999999996, -73.766614"
10151,"52.97894, -0.026576999999999996"
10156,"60.178525, 19.91561"
10161,"53.479324, -2.248485"
10185,"47.798278, -116.87046200000002"
10187,"37.77493, -122.419416"
10202,"41.611143, -86.722719"
10233,"0.0, 0.0"
10244,"-34.151467, 18.872973"
10247,"34.46735, -114.37574"
10249,"32.8525, -106.106389"
10255,"36.778261, -119.41793200000001"
10272,"30.438256, -84.280733"
10276,"46.610455, -81.00738299999999"
10279,"39.862313, -84.126082"
10280,"29.028318, -81.30311800000001"
10296,"0.0, 0.0"
10299,"61.92411, 25.748151"
10313,"61.25444399999999, -149.688333"
10323,"34.987142999999996, -79.061578"
10325,"51.550908, -0.521463"
10329,"0.0, 0.0"
10332,"31.164806, 35.761882"
10338,"27.0, 49.666667"
10342,"0.0, 0.0"
10347,"-14.599413, -28.673146999999997"
10357,"35.829656, -85.72962199999999"
10358,"52.552888, -2.02208"
10360,"0.0, 0.0"
10369,"53.873712, -3.021371"
10378,"0.0, 0.0"
10386,"20.671955999999998, -103.416501"
10388,"18.991706, -99.087069"
10389,"30.629951000000002, -97.69195699999999"
10390,"53.164868000000006, -4.359065"
10397,"34.72534, -77.3442"
10402,"44.937483, -93.20100000000001"
10403,"53.230688, -0.540579"
10408,"0.0, 0.0"
10411,"-38.416097, -63.616671999999994"
10427,"31.874996999999997, -93.18887"
10431,"39.590278000000005, -81.979722"
10436,"12.971599000000001, 77.594563"
10447,"37.823794, -83.566594"
10452,"52.77131800000001, -1.554997"
10454,"19.432608, -99.133208"
10464,"34.135558, -116.05416899999999"
10466,"33.766687, -116.359177"
10471,"35.036595, -107.611442"
10475,"35.584324, -78.800013"
10491,"39.550051, -105.782067"
10493,"37.949888, 27.370141999999998"
10495,"56.7438, 15.908681"
10500,"42.087675, -75.96158100000001"
10501,"31.968598999999998, -99.901813"
10503,"44.930471999999995, -89.840211"
10505,"18.201346, -67.145152"
10508,"44.135069, -103.439534"
10515,"-40.225336, 175.56748000000002"
10522,"42.196628999999994, -83.613557"
10524,"55.067859999999996, -128.970778"
10529,"40.096629, -111.570679"
10534,"33.663914, -114.229949"
10563,"41.44012, -75.620837"
10570,"51.896892, -8.486316"
10572,"31.607437, -81.88539200000001"
10575,"43.962178, -72.704649"
10580,"48.751754999999996, -122.619675"
10593,"44.811349, -91.498494"
10598,"42.865188, -76.38109200000001"
10600,"44.174074, -69.93356"
10605,"0.0, 0.0"
10607,"28.476946, -80.788666"
10614,"0.0, 0.0"
10622,"42.019546999999996, -83.272008"
10623,"42.019546999999996, -83.272008"
10624,"52.692122999999995, 6.193719000000001"
10639,"25.942871, -80.12338000000001"
10654,"42.495556, -82.900278"
10678,"39.74, -75.068333"
10704,"0.0, 0.0"
10717,"36.778261, -119.41793200000001"
10727,"36.241416, -115.050807"
10729,"53.381129, -1.470085"
10731,"30.261940000000003, -97.733982"
10735,"45.399029999999996, -122.78681999999999"
10741,"43.009549, -83.658026"
10754,"0.0, 0.0"
10760,"0.0, 0.0"
10788,"41.914195, -88.308687"
10792,"0.0, 0.0"
10795,"0.0, 0.0"
10802,"42.066885, -81.33994100000001"
10803,"34.46735, -114.37574"
10806,"44.154503999999996, -75.70882399999999"
10821,"42.998851, -81.289237"
10827,"40.489787, -81.44567099999999"
10840,"44.154503999999996, -75.70882399999999"
10842,"41.383098, -82.837099"
10855,"0.0, 0.0"
10860,"45.42153, -75.697193"
10872,"39.063876, -77.891998"
10887,"44.463555, -79.33529"
10890,"42.670782, -83.032993"
10891,"42.495556, -82.900278"
10902,"0.0, 0.0"
10905,"38.597626, -80.454903"
10911,"0.0, 0.0"
10925,"0.0, 0.0"
10942,"40.155312, 26.41416"
10948,"41.481792999999996, 9.06108"
10954,"52.355518, -1.17432"
10960,"38.962408, -119.939903"
10966,"34.048928000000004, -111.093731"
10967,"0.0, 0.0"
10968,"20.659538, -103.349438"
10970,"16.8, 96.15"
10984,"36.732719, -2.8861939999999997"
10999,"20.671955999999998, -103.416501"
11003,"40.015892, -74.956425"
11006,"12.971599000000001, 77.594563"
11008,"26.498996999999996, -100.179692"
11013,"0.0, 0.0"
11026,"32.436381, -111.22244199999999"
11051,"36.990559000000005, -111.56258700000001"
11052,"37.004245000000004, -110.173478"
11075,"0.0, 0.0"
11092,"46.823102, -92.22484399999999"
11093,"12.879721, 121.77401699999999"
11106,"40.057838000000004, -74.137183"
11108,"30.093395, -81.718981"
11131,"0.0, 0.0"
11133,"44.483627, -84.779753"
11134,"41.203322, -77.194525"
11136,"41.365823999999996, -110.305725"
11138,"31.866743, -116.59637099999999"
11141,"0.0, 0.0"
11148,"28.568802, 77.32239100000001"
11149,"40.706987, -75.30623299999999"
11151,"43.161747999999996, -70.648258"
11159,"35.350177, -77.95235799999999"
11167,"29.310513, -100.417856"
11170,"33.873415, -115.90099199999999"
11172,"33.873415, -115.90099199999999"
11193,"44.625415000000004, -123.12293899999999"
11198,"0.0, 0.0"
11206,"37.315326, -93.5852"
11216,"-43.532053999999995, 172.636225"
11233,"34.772013, 32.429737"
11245,"35.932519, -107.16670900000001"
11264,"44.725582, -92.67850899999999"
11265,"39.201018, -121.290985"
11295,"43.992022, -88.575857"
11302,"36.505389, -117.079408"
11304,"44.550509999999996, -72.048191"
11323,"42.586888, -82.919551"
11324,"32.237147, -80.860387"
11344,"46.056946999999994, 14.505751"
11355,"40.760779, -111.891047"
11364,"40.704347, -74.964715"
11384,"0.0, 0.0"
11406,"56.151116, -3.8546739999999997"
11411,"25.727789, -80.233899"
11412,"45.131485, -75.716133"
11420,"38.542699, -89.855182"
11436,"32.78014, -96.800451"
11482,"46.255086999999996, -72.00940200000001"
11498,"0.0, 0.0"
11508,"55.641909999999996, 12.087845"
